color,shape,flag,i,u,v,w,x
blue,square,0,14647,0.7203315117368787,0.21719762158746425,0.4462166458471962,4.209121745669645
green,circle,0,14809,0.5760332357877725,0.5368336322474956,0.49200327921124554,5.648004450093005
red,triangle,1,14850,0.08962471199119348,0.193781073839137,0.478973743753035,6.0997977177612706
red,circle,0,14880,0.7899621036244977,0.7271308924244587,0.5247304174521686,5.708568407328053
orange,triangle,1,15196,0.03584605513790595,0.5494095902256649,0.8220909065564673,5.80251279122092
yellow,triangle,1,15270,0.9545603543188562,0.28481029091550514,0.490004380848622,5.7383831216909575
blue,triangle,0,15486,0.5079167708283442,0.9909569175762811,0.5331655908704808,5.227266519235796
yellow,square,1,15505,0.7095883140937627,0.24693530853911083,0.4878625284719338,4.62163610402542
red,triangle,1,15548,0.6423334769004939,0.7672655901818572,0.5085621363441877,5.159008562926921
red,square,0,15555,0.7379664304456591,0.5526373549483992,0.501312078238629,4.873123746295923
red,circle,0,15697,0.04835898233323954,-0.03964684310055758,0.5263660881848111,5.3758779366493625
red,square,1,15718,0.43972972392734666,0.9073346476529275,0.5063542244408268,5.345589517721543
blue,square,0,15734,0.8436718531141385,0.30178479630228927,0.4448269148693266,7.452227239754201
blue,triangle,0,15861,0.18016375932930018,0.29903916667709207,0.5247628061736151,3.9126252951629135
red,circle,0,15995,0.48902546841027794,0.4552351188158146,0.5188290321435243,5.112220714699938
yellow,square,1,16090,0.11659672177986369,0.45709615572803697,0.5043422260876161,4.226149315453072
purple,square,0,16170,0.8611706127248784,0.11899955602660062,0.5576943173830387,7.169704102126839
red,square,1,16192,0.28766545256300513,0.23054782068431967,0.5070167484771201,4.462784514269713
red,square,0,16212,0.3818565625270237,0.7635570067058998,0.5066415443480794,4.3118647467020095
yellow,triangle,1,16295,0.17679254082047402,0.7230275416945412,0.49804435923705764,5.390455126526775
green,triangle,0,16457,0.4160663781535642,0.7234505787229104,0.369071552135882,4.8965924838132935
purple,triangle,0,16526,0.785074853942615,0.4428660270881599,0.558984242302829,3.493968237313094
orange,square,0,16610,0.33728057367933106,0.9510575847640207,0.3345443373685077,6.16707538332792
red,square,0,16620,0.9871076174950064,0.8155890910957214,0.5016892144614107,3.807943574802668
yellow,square,1,16629,0.11895505800593942,0.3177824452328297,0.5028384303248526,2.958853038706725
red,circle,0,16671,0.9342380991119758,1.0265406115139653,0.5282652844829879,5.096372390301005
red,triangle,0,16714,0.06853001540725634,0.21518931089495796,0.5092400339915257,3.111120414030981
red,square,0,16778,0.15868707140782912,0.8912603126080899,0.4974993376818556,4.139622205834469
red,square,0,16888,0.44261900534999477,0.22156014384391187,0.4981056401951789,3.4482408274879326
red,triangle,0,16918,0.1975740843420113,0.694066274381527,0.5099143602428216,6.278038820938137
blue,square,1,16925,0.6494987803573309,0.10428905425407242,0.4638675835598705,5.017911147785691
orange,triangle,1,16950,0.7626521312629074,0.7884860306182669,0.8041098361892922,3.3786922967553568
red,triangle,1,17029,0.29986310508342595,0.4665669025486415,0.5035005171777974,5.287648152836879
orange,square,0,17036,0.6569265707155644,0.3129012234653398,0.3418801239588996,1.4936798534555953
purple,triangle,0,17125,0.6709158812243344,0.9902163309577701,0.5583023290102405,3.299970219543622
orange,square,1,17136,0.5542951145301398,0.1443227656777426,0.33899948644371813,4.305918243540835
purple,square,0,17208,0.2798375437463839,0.9679266172102754,0.5552404089697491,6.526454003994018
yellow,square,1,17279,0.9750136599046068,0.40439261677513194,0.5114865981431348,5.37249037290091
purple,circle,0,17325,0.6309531739733012,0.20965858831535633,0.4915931289679595,4.744129028484625
purple,square,0,17337,0.12227601731152626,0.6657577272166397,0.5516707923681236,6.118030228989158
green,triangle,1,17353,0.6075052268611216,0.8471110240351473,0.38138320578866713,4.131367985956812
blue,square,1,17390,0.5342263588773409,0.4583144809407387,0.47952666325723603,4.314116433880872
red,triangle,0,17399,0.7629680483968369,0.4851010795836088,0.5062802072376592,4.640328795473425
yellow,triangle,1,17480,0.22226409991261276,0.25514199825301653,0.48929984054123293,4.29108639305515
red,circle,0,17492,0.5025342202643073,0.5193089434912787,0.5076410961575311,7.5163195300728445
purple,circle,0,17513,0.6127220192423671,0.42124237189082436,0.4903910646042732,6.69716264312309
green,square,1,17650,0.31349264736927074,0.22359313446706852,0.5264958103979744,4.947703594485797
red,triangle,1,17711,0.5488528555599972,0.14731891743885583,0.5205827627260905,4.907192591258627
red,circle,0,17757,0.2573426126511935,0.26880369068162485,0.5051868939434375,4.283511251193726
red,triangle,0,17786,0.7281939031315208,0.7105692440420169,0.5250568231767727,4.225341474471109
purple,triangle,0,17942,0.9114219545246541,0.9454991714310369,0.5606932119266484,5.579409174036885
yellow,circle,1,17961,0.25106457537004534,0.9189161472825008,0.5502393699709364,4.629742960614238
red,triangle,0,18062,0.2624978784252636,0.22206817539475454,0.5238730041174808,3.293566613899943
blue,circle,1,18084,0.8548431579124808,0.4989623130006362,0.3339426415875795,3.696785877560498
green,circle,0,18097,0.4784857910983109,0.5493495527943834,0.4819892327327133,6.703865601324473
yellow,triangle,1,18190,0.5681423563525043,0.7364416318425555,0.48057415644311974,4.5660100665444014
red,square,1,18337,0.23130521649286728,0.9381273139743299,0.48009597176641444,5.397341753984847
red,circle,0,18350,0.9314245382696817,0.9674373579337011,0.5132085419267511,5.481596451971721
red,triangle,0,18465,0.544472556395205,0.11951193848308495,0.5196415119222436,5.384614938904473
blue,circle,1,18531,0.0029050316374207297,0.6383605275040843,0.34390644347128174,3.3217254020358866
yellow,triangle,1,18559,0.8830172834029085,0.0976486136749366,0.4671083759493429,6.758219613098135
purple,square,0,18587,0.30507324254754,0.7580944229000848,0.5547429873740861,5.920423913087702
green,square,0,18605,0.7484207921073818,0.6812830924610436,0.49879495046941286,5.309172286057781
red,square,0,18640,0.2871708733313212,0.7441603570837213,0.4826618004789263,5.326089833147184
red,square,0,18685,0.6731464315461275,0.8142237150005265,0.4836395285993182,4.162353571125508
blue,circle,0,18685,0.7125529509526801,0.9945516400071723,0.34771246879360596,6.006278483191809
red,triangle,1,18701,0.6352327108932165,0.3302652448233153,0.5199029809032459,5.503021380321466
red,triangle,0,18729,0.26950091413397326,0.20488907698806225,0.5197578213189719,5.510190145440178
red,square,1,18767,0.5650541503977822,0.9139666513927299,0.486154043146944,3.0724619744871817
yellow,square,1,18891,0.5947707471316804,0.09026045684055795,0.4964365067198076,4.830669326396104
red,triangle,0,18917,0.23109195853995956,0.36449444195718883,0.5224561596699105,3.8821579043978804
red,triangle,0,18964,0.08616804062055272,0.8126508574261648,0.5233142649552321,7.9621859867573725
green,triangle,0,19002,0.3719056969079264,0.4862618905657431,0.4065991004232053,4.443325054201435
green,square,1,19200,0.5469614915238294,0.3072050190333283,0.4951257220963446,5.442782750264191
red,triangle,1,19215,0.63750977846767,0.004933372974431416,0.5069261041379488,3.6004625092063005
red,triangle,0,19237,0.4792497809968481,0.23042814116269672,0.5105283292600247,5.182239155954865
red,circle,0,19261,0.6258776262265322,0.578436676444718,0.5010873044116889,4.0170195022323965
red,square,1,19270,0.17872649913027228,0.2683197014208172,0.48836074729380285,4.798004218704503
green,triangle,0,19325,0.34830225374577395,0.7007829632717277,0.4092352482005258,4.830443606736057
green,circle,1,19340,0.07527024915669844,0.03535630586767424,0.4742796270589179,3.3261008085136528
yellow,square,0,19404,0.9219460612150782,0.838447974289432,0.49181308071483315,4.51314563564714
purple,triangle,0,19413,0.7721871261531433,0.8769023760773738,0.5677559622434847,3.1988096810546964
red,square,0,19430,0.9658606990028249,0.38336621536381843,0.480800207772279,6.603932501820694
red,circle,0,19439,0.065543174726716,0.06552331298811505,0.49656529536436195,5.504627088037929
red,triangle,0,19465,0.6757353069418544,0.9642423797735116,0.5092994498974618,3.6985647200819507
red,square,0,19583,0.9626445334664495,0.5516233097517408,0.4770575250413808,5.997423877021141
green,triangle,0,19602,0.9194195238971357,0.5288738098195129,0.4101493645615294,6.119935959628971
red,square,0,19612,0.09032982008561452,0.0008107480968789771,0.47081635593282695,4.580372453762882
red,square,0,19625,0.005483716581601961,0.15863307151489492,0.4671178312000501,6.133005185525068
blue,circle,1,19656,0.8902947073598717,0.9040755396991641,0.3577299631520571,6.460963763579916
red,triangle,0,19694,0.1308631487570372,0.7188896777638393,0.5099137483712004,2.6886882935932532
yellow,circle,1,19703,0.3214366344529531,0.32542143328187734,0.5573015922411075,4.287931687032514
green,triangle,1,19759,0.8896811661805898,0.9602687863114365,0.41539297870639225,3.688485842795396
red,circle,1,19868,0.5501212863905588,0.5060391827174543,0.4914473165563479,4.517096929825123
red,circle,1,19890,0.8784076422313635,0.8071059960737477,0.49074922430355267,5.357454971490885
red,circle,1,20005,0.05490416175132373,0.07392337815122155,0.49416101516594396,5.355725080701707
blue,square,1,20036,0.3593621089751877,0.4204952586591253,0.48311885257376547,4.152786490042463
red,circle,0,20044,0.6263771674542099,0.6273789656494907,0.4925932624358998,3.412081047867682
yellow,square,1,20051,0.7166252708117242,0.5393574073258124,0.4864772500833869,3.005238186091022
blue,circle,1,20240,0.6375928559984098,0.13094792714264747,0.3559378606794926,5.594978182895825
red,square,1,20275,0.5584526843675628,0.274821142186197,0.4859245223815638,3.846472472964154
yellow,square,1,20326,0.30055120732205987,0.8237403642678218,0.4940415884493408,4.389389322019022
red,circle,1,20332,0.3079054257526094,0.3938428302018409,0.4840911577561348,5.025254765228029
red,triangle,0,20351,0.7857193974786632,0.20523038183871056,0.5148166157666305,7.390248248875976
red,triangle,0,20368,0.8715276951630303,0.7631813622272297,0.5149349053075495,3.831016926880204
purple,square,0,20400,0.9507897518515176,0.7330368467293205,0.5618439565262913,5.065911449238861
red,triangle,0,20446,0.23546693802152452,0.8864756100273485,0.5176775288597121,4.486048731255909
green,triangle,0,20557,0.3284284241669122,0.7897294545153425,0.4255682687947704,4.33760596350459
blue,circle,0,20569,0.7778561711591236,0.7026046553162363,0.36016953332639406,4.3253087131762
green,square,0,20581,0.017264149877869173,0.6772019371129909,0.49127313845384646,4.561244596198336
green,circle,0,20613,0.42041660464659514,0.9987265889293468,0.4709212310875591,5.270326965032162
purple,triangle,0,20620,0.48215503477639954,0.6245337534585043,0.5520777975040859,5.260380548282169
blue,circle,0,20630,0.7292024833007671,0.9886297258819318,0.35794951366222183,6.318628391623386
red,square,1,20670,0.5131088766874894,0.99207096020626,0.49072827406779573,6.405522770873926
red,circle,0,20687,0.13371213335685206,0.08184469599874578,0.4886718357447637,4.690215456366022
green,square,0,20695,0.4870533364703431,0.6089277625056339,0.49423438876804665,2.962448288757521
red,square,0,20709,0.7527801461726715,0.47801360576698193,0.49139292839500837,3.695696364641762
blue,square,0,20720,0.6508968440851186,0.01594167925920531,0.4909152884928182,3.9139237568935084
red,triangle,1,20761,0.5290995440135682,0.15147554840633548,0.5190495163964532,7.2158162973518065
purple,circle,1,20767,0.010343789766863232,0.4542361685678803,0.45706733570733415,4.185599374272368
red,square,1,20798,0.9090870913203859,0.4509060551323797,0.4921856922497064,5.206561949198413
red,square,0,20939,0.24998114916946512,0.7793536566455239,0.4979741881291295,6.942078444289223
red,square,1,20985,0.1649889386660216,0.1944723914799218,0.4877029534129722,4.012665515919996
blue,circle,0,21055,0.43188118595514013,0.05626968920047648,0.36041342723044056,5.240538052406783
purple,triangle,0,21097,0.7636107502661091,0.5386503845691811,0.5474633930296947,7.4079025462829335
yellow,triangle,1,21124,0.23806761658919084,0.38805580422442765,0.4739522498157717,3.3417188940812355
red,square,0,21169,0.6186732875970838,0.4519782222039107,0.4780176245355303,6.172910701285077
blue,square,1,21215,0.3917412188768753,0.645158831472363,0.4953483544193797,3.428474040547902
purple,square,0,21227,0.9891890351824295,0.6480643195288099,0.5524803116498138,5.458900869849497
red,triangle,0,21300,0.040083681097769164,0.15745823308154772,0.5154490705077337,5.205330502248688
blue,triangle,1,21332,0.807310216945378,0.6397280241121506,0.5378039116131943,3.7168978227298077
purple,circle,0,21345,0.12564067513031663,0.08040467691871445,0.45938362065333793,5.994242178415964
yellow,triangle,1,21391,0.8317601951056839,0.7616584106935024,0.4723712300439795,7.171809837380553
green,square,0,21493,0.8889952525373963,0.37402240945052534,0.4904462579818838,5.76031072452648
yellow,circle,1,21523,0.6776539392030757,0.46415285564554576,0.5489543752433077,6.952944315945049
red,square,0,21580,0.777751491546273,0.33508243498264767,0.48093360774834243,6.687593635204276
red,square,0,21603,0.56311263501616,0.911770016966866,0.47673720111374274,4.981452745180131
red,circle,0,21771,0.5167962363665243,0.5433960802622636,0.4885582203940556,5.578784767733086
red,circle,1,21822,0.7782083467757581,0.7997449329308299,0.4972269164599567,5.3362889036878585
red,square,0,21847,0.434285938385071,0.01089664572421567,0.48229866547079614,3.881217457651722
red,square,0,21895,0.5222428403277589,0.8011417037625204,0.47553145537873565,4.751087465594357
blue,triangle,1,21991,0.41078756963174423,0.4641707690981701,0.5264967143522112,5.677853630107361
red,square,1,22060,0.8128120936484775,0.9688455224228868,0.4702410026786483,3.271908704866489
red,square,0,22095,0.20372484920186795,0.41298665778133037,0.4660083716530997,4.057537592001876
purple,square,0,22136,0.8422493225818376,0.382468909787415,0.5632113301941087,4.454792138256643
purple,triangle,0,22161,0.33934567909701696,0.958554458947561,0.5515871029354242,4.713000872537885
green,square,0,22201,0.9132657377198357,0.7835187031065083,0.497602832547874,5.327120400792336
green,circle,0,22250,0.3338305852467741,0.012692849632647496,0.4690271926679323,4.954187279536586
blue,circle,1,22307,0.17485481067978437,0.5216593873404025,0.3744188448578828,4.393387724137667
red,square,0,22395,0.6514331004292623,0.10236585048474345,0.4695351500820933,4.2650309820261345
red,square,1,22403,0.8469976130899075,0.0011247642630375365,0.47227495497588245,7.4727705325755585
red,circle,0,22408,0.6587785325792491,0.7131442696567425,0.4989878576569834,4.39459645796621
red,circle,0,22418,0.3329844783281878,0.3025610271956023,0.4969507873863136,3.6657973248904376
purple,square,0,22451,0.07386981905312218,0.29799061460644083,0.5646796267964418,7.028530018358976
yellow,triangle,1,22487,0.5495164190322613,0.6741898996197746,0.4700650710173229,3.647356510274664
red,square,1,22515,0.07282561554650291,0.19934102395334075,0.4840570278598482,5.460009845016438
red,circle,0,22588,0.9560301078405197,0.9855615893929697,0.49407564580292324,4.204357524310372
blue,triangle,1,22635,0.8839149042250543,0.316740732138862,0.5304074389039727,6.135035264406359
blue,triangle,1,22666,0.41753698030666864,0.22724172152243005,0.5313197462660701,5.393428621429922
yellow,triangle,0,22672,0.014620330740086618,0.4958745335342518,0.4676047611248905,5.286639600542727
green,circle,1,22683,0.09684826124548573,0.004968761544236533,0.464446506694815,5.82288074428381
